The Communist Manifesto,Karl Marx,Philosophical Viewpoints: Communism;!Society and Class;!Competition;!Power;!Rules and Order;!Tradition and Customs;!Women and Femininity
Confessions of Jean-Jacques Rousseau,Jean-Jacques Rousseau,Appearances;!Lust;!Education;!Foolishness and Folly;!Happiness;!Religion;!Lies and Deceit;!Fate and Free Will
Confessions,Saint Augustine,Sin;!Suffering;!Language and Communication;!Truth;!Wisdom and Knowledge;!Weakness;!Lust;!Pride
The Confidence-Man,Herman Melville,Poverty;!Philosophical Viewpoints: Misanthropy vs. Charity;!Foolishness and Folly;!Isolation;!The Supernatural;!Cunning and Cleverness;!Men and Masculinity;!Education
A Connecticut Yankee in King Arthur's Court,Mark Twain,Slavery;!Foolishness and Folly;!Patriotism;!Society and Class;!Injustice;!Wisdom and Knowledge;!Technology and Modernization;!The Supernatural
The Cop and the Anthem,O. Henry,Freedom and Confinement;!Rules and Order;!Society and Class;!Transience;!Dreams, Hopes, and Plans
Coraline,Neil Gaiman,Courage;!Family;!Fear;!Versions of Reality;!The Home;!Identity;!Dissatisfaction;!Choices
Coriolanus,William Shakespeare,Power;!Family;!Language and Communication;!Art and Culture (and Politics);!Warfare;!Gender;!Pride
The Count of Monte Cristo,Alexandre Dumas,Revenge;!Fate vs. Free Will;!Perseverance;!Justice and Judgment;!Transformation;!Hatred;!Ambition;!Manipulation
Crank,Ellen Hopkins,Lies and Deceit;!Drugs and Alcohol;!Foolishness;!Sex;!Choices;!Innocence;!Exploration;!Family;!Identity;!Abandonment
Crime and Punishment,Fyodor Dostoevsky,Criminality;!Justice and Judgment;!Love;!Violence;!Versions of Reality;!Suffering;!The Home;!Drugs and Alcohol;!Education;!Religion
Crispin: Cross of Lead,Avi,Abandonment;!Fear;!Happiness;!Power;!Sin;!Identity;!Poverty;!Society and Class;!Freedom
The Crucible,Arthur Miller,Lies and Deceit;!Respect and Reputation;!Compassion and Forgiveness;!Good vs. Evil;!The Supernatural;!Justice;!Religion;!Jealousy
Cry, the Beloved Country,Alan Paton,Race;!Religion;!Freedom and Confinement;!Suffering;!Family;!The Home;!Contrasting Regions: The Countryside and Johannesburg;!Politics;!Power
The Crying of Lot 49,Thomas Pynchon,Versions of Reality;!Visions of America;!Language and Communication;!Technology and Modernization;!Sexuality and Sexual Identity;!Drugs and Alcohol;!Isolation;!Madness
The Curious Case of Benjamin Button,F. Scott Fitzgerald,Identity;!Life, Consciousness, and Existence;!Transformation;!Society and Class;!Family
Cyrano de Bergerac,Edmond Rostand,Appearances;!Lies and Deceit;!Identity;!Love;!Principles;!Art and Culture;!Courage;!Language and Communication;!Versions of Reality;!Cunning and Cleverness;!Revenge
Daisy Miller,Henry James,Innocence;!Respect and Reputation;!Dissatisfaction;!Hypocrisy;!Foreignness and "The Other";!Tradition and Customs
Dancing on the Edge,Han Nolan,Abandonment;!Family;!Lies and Deceit;!Identity;!Memory and the Past;!Religion;!Transformation;!Art and Culture;!Versions of Reality;!Love
Dandelion Wine,Ray Bradbury,Life, Consciousness, and Existence;!Mortality;!Memory and the Past;!Time;!Happiness;!Coming of Age;!Technology and Modernization;!Family
Les Liaisons dangereuses (Dangerous Liaisons),Pierre Ambroise Franois Choderlos de Laclos,Language and Communication;!Lies and Deceit;!Manipulation;!Revenge;!Guilt and Blame;!Principles;!Society and Class;!Religion;!Versions of Reality
Daniel Deronda,George Eliot,Identity;!Religion;!Family;!Gender;!Choices;!Society and Class;!Power;!Foreignness and 'The Other';!Marriage;!Secrets
Dark Water,Laura McNeal,Love;!Guilt and Blame;!Language and Communication;!Choices;!Youth;!Loyalty;!Lies and Deceit;!Poverty
The Dark Is Rising,Susan Cooper,Good vs. Evil;!Time;!Language and Communication;!Fate vs. Free Will;!Power;!Coming of Age;!Family;!Wisdom and Knowledge
Das Kapital,Karl Marx,Philosophical Viewpoints: Communism;!Man and the Natural World;!Tradition and Customs;!Technology and Modernization;!Society and Class;!Wealth;!Time;!Power;!Justice and Judgment;!Versions of Reality
David Copperfield,Charles Dickens,Suffering;!Poverty;!Youth;!Society and Class;!Guilt and Blame;!Family;!Education;!Gender
A Day No Pigs Would Die,Robert Newton Peck,Coming of Age;!Death;!Principles;!Duty;!Community;!Poverty;!Education
De Daumier-Smith's Blue Period,J.D. Salinger,Art and Culture;!Identity;!Sadness;!Spirituality;!Foreignness and 'The Other'
Dead End in Norvelt,Jack Gantos,Coming of Age;!Memory and the Past;!Death;!Warfare;!Family;!Society and Class;!Lies and Deceit;!Community
Dead Man Walking,Sister Helen Prejean,Compassion and Forgiveness;!Family;!Freedom and Confinement;!Guilt and Blame;!Justice and Judgment;!Mortality;!Politics;!Religion
Death Comes for the Archbishop,Willa Cather,Religion;!Language and Communication;!Violence;!Hypocrisy;!Race;!Mortality;!Duty;!Visions of New Mexico
Death and the King's Horseman,Wole Soyinka,Mortality;!Principles;!Courage;!Foreignness and 'The Other';!Religion;!Race;!Gender;!Primitiveness
Death in Venice,Thomas Mann,Lust;!Foreignness and "The Other";!Literature and Writing;!Mortality
Death in the Woods,Sherwood Anderson,Women and Femininity;!Poverty;!Isolation;!Memory and the Past;!Mortality
The Death of Ivan Ilych,Leo Tolstoy,Mortality;!Happiness;!Lies and Deceit;!Society and Class;!Suffering;!Religion;!Technology and Modernization;!Isolation;!Family
Death of a Salesman,Arthur Miller,Visions of America;!Dreams, Hopes, and Plans;!Lies and Deceit;!Success;!Respect and Reputation;!Appearances;!Pride;!Abandonment;!Freedom and Confinement;!Betrayal
Decameron,Giovanni Boccaccio,Love;!Sex;!Friendship;!Lies & Deceit;!Women;!Suffering;!Fate vs. Free Will;!Religion;!Social Class
The Demon's Lexicon,Sarah Rees Brennan,Language and Communication;!Lies and Deceit;!Transformation;!Family;!Man and the Natural World;!Isolation;!Love;!Morality and Ethics
The Diamond as Big as the Ritz,F. Scott Fitzgerald,Wealth;!Visions of America;!Religion;!Youth;!Freedom and Confinement
The Diary of Anne Frank (play),Frances Goodrich and Albert Hackett,Isolation;!Fear;!Faith;!Perseverance;!Love;!Morality;!Goodness;!Warfare;!Youth
The Diary of Anne Frank,Anne Frank,Isolation;!Youth;!Mortality;!Identity;!Family;!Warfare;!Love;!Selfishness;!Religion
The Diary of a Madman,Nikolai Gogol,Madness;!Foolishness and Folly;!Society and Class;!Prejudice
Dicey's Song,Cynthia Voigt,Family;!Coming of Age;!Madness;!Poverty;!Home;!Women and Femininity;!Friendship;!Education
Disgrace,J.M. Coetzee,Sex;!Family;!Violence;!Old Age;!Men and Masculinity;!Women and Femininity;!Contrasting Regions;!Suffering;!Justice and Judgment;!Hate
The Displaced Person,Flannery O'Connor,Visions of America;!Religion;!Language and Communication;!Foreignness and 'the Other';!Racism;!Warfare
The Disreputable History of Frankie Landau-Banks,E. Lockhart,Betrayal;!Lies and Deceit;!Dissatisfaction;!Courage;!Strength and Skill;!Gender;!Identity;!Respect and Reputation;!Rules and Order;!Coming of Age
Doctor Faustus,Christopher Marlowe,Philosophical Viewpoints: Predestination;!Religion;!Sin;!The Supernatural;!Wisdom and Knowledge;!Cunning and Cleverness;!Wealth;!Power
Doctor Zhivago,Boris Pasternak,Society and Class;!Marriage;!Religion;!Family;!Literature and Writing;!Madness;!Philosophical Viewpoints;!Power
Doll Bones,Holly Black,Abandonment;!Friendship;!Men and Masculinity;!Mortality;!The Supernatural;!Coming of Age/Identity;!Exploration;!Change
A Doll's House,Henrik Ibsen,Marriage;!Women and Femininity;!Men and Masculinity;!The Home;!Respect and Reputation;!Love;!Lies and Deceit;!Money
Don Quixote,Miguel de Cervantes Saavedra,Madness;!Society and Class;!Mortality;!Gender;!Loyalty;!Race;!Manipulation;!Violence
Dr. Heidegger's Experiment,Nathaniel Hawthorne,Foolishness and Folly;!Old Age;!Versions of Reality;!Transformation;!The Supernatural
Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Good vs. Evil;!Repression;!Friendship;!Appearances;!Science;!Curiosity;!Lies and Deceit;!Violence;!Religion;!Women and Femininity
Dracula,Bram Stoker,Foreignness and "The Other";!Technology and Modernization;!Sex;!Marriage;!Drugs and Alcohol;!Passivity;!Gender;!Good vs. Evil
Dragonwings,Laurence Yep,Friendship;!Family;!The Home;!Dreams, Hopes, and Plans;!Race;!Foreignness and 'The Other';!The Supernatural;!Fear;!Principles
Dreaming in Cuban,Cristina Garca,Love;!Memory & The Past;!The Supernatural;!Versions of Reality;!Exile;!Identity;!Transformations;!Suffering
Dry September,William Faulkner,Violence;!Race;!Society and Class;!Justice and Judgment;!Language and Communication
Dubliners,James Joyce,Inertia;!Freedom and Confinement;!Isolation;!Love;!Suffering;!Disappointment;!Family;!Drugs and Alcohol
The Duchess of Malfi,John Webster,Family;!Marriage;!Lies and Deceit;!Duty;!Society and Class;!Power;!Morality and Ethics;!Suffering
The Ear, the Eye, the Arm,Nancy Farmer,Coming of Age;!The Supernatural;!Tradition and Customs;!Freedom and Confinement;!Fear;!Wisdom and Knowledge;!Family;!Technology and Modernization
The Earth, My Butt, and Other Big Round Things,Carolyn Mackler,Family;!Sex;!Appearances;!Transformation;!Friendship;!Admiration;!Femininity;!Drugs and Alcohol
East of Eden,John Steinbeck,Family;!Jealousy;!Love;!Sex;!Fate and Free Will;!Good vs. Evil;!Memory and the Past;!Innocence;!Contrasting Regions—East vs. West
The Egypt Game,Zilpha Keatley Snyder,Language and Communication;!Friendship;!Fear;!Awe and Amazement;!Youth;!Exploration;!Community;!Wisdom and Knowledge;!Spirituality;!Family
Eleanor & Park,Rainbow Rowell,Family;!Isolation;!Love;!Suffering;!Courage;!Appearances;!Abandonment;!Gender;!Race;!The Home
Electra,Sophocles,Revenge;!Justice and Judgment;!Morality and Ethics;!Duty;!Family;!Fate and Free Will;!Betrayal;!Isolation
Eleven,Sandra Cisneros,Coming of Age;!Passivity;!Sadness;!Family
Ella Enchanted,Gail Carson Levine,Power;!Language and Communication;!Family;!Wealth;!Literature and Writing;!Society and Class;!Rules and Order;!Choices
Emma,Jane Austen,Foolishness and Folly;!Marriage;!Home;!Society and Class;!Transformation;!Respect and Reputation;!Love;!Wealth;!Morality and Ethics;!Gender
Endgame,Samuel Beckett,Language and Communication;!Compassion and Forgiveness;!Isolation;!Defeat;!Suffering;!Perseverance;!Pride;!Philosophical Viewpoints: The Absurd;!Life, Consciousness, Existence
An Enemy of the People,Henrik Ibsen,Society and Class;!Principles;!Wealth;!Rules and Order;!Politics;!Pride;!Hypocrisy;!Power
An Enquiry Concerning the Principles of Morals,David Hume,Morality and Ethics;!Principles;!Justice and Judgment;!Society and Class;!Rules and Order;!Compassion and Forgiveness;!Foolishness and Folly;!Strength and Skill
Entwined,Heather Dixon,Rules and Order;!Family;!Freedom and Confinement;!Marriage;!The Supernatural;!Duty;!Lies and Deceit;!Sadness
Esperanza Rising,Pam Muoz Ryan,Perseverance;!The Home;!Justice and Judgment;!Society and Class;!Poverty;!Principles;!Dreams, Hopes, and Plans;!Visions of America;!Prejudice
Ethan Frome,Edith Wharton,Dreams, Hopes, and Plans;!Transformation;!Technology and Modernization;!Love;!Education;!Morality and Ethics;!Manipulation;!Freedom and Confinement
The Eumenides,Aeschylus,Justice and Judgment;!Revenge;!Religion;!Guilt and Blame;!Fate and Free Will;!Memory and The Past;!Fear;!Gender;!Family
Everneath,Brodi Ashton,Principles;!Friendship;!Suffering;!Lies and Deceit;!Memory and the Past;!The Supernatural;!Compassion and Forgiveness;!Love
Everyday Use,Alice Walker,Race;!Family;!Custom/Tradition;!Home
Everything That Rises Must Converge,Flannery O'Connor,Family;!Race;!Society and Class;!Suffering;!Religion
Fablehaven,Brandon Mull,Rules and Order;!Family;!The Supernatural;!Transformation;!Courage;!Good vs. Evil;!Appearances;!Memory and the Past
The Faerie Queene,Edmund Spenser,Love;!Religion;!Politics;!Morality and Ethics;!Coming of Age;!Justice and Judgment;!Appearances;!Loyalty
Fahrenheit 451,Ray Bradbury,Literature and Writing;!Technology and Modernization;!Rules and Order;!Wisdom and Knowledge;!Violence;!Identity;!Dissatisfaction;!Man and the Natural World
The Fall of the House of Usher,Edgar Allan Poe,Madness;!Family;!Isolation;!Fear;!Identity
The Fall,Albert Camus,Justice and Judgment;!Guilt and Blame;!Religion;!Freedom and Confinement;!Innocence;!Power;!Philosophical Viewpoints: The Absurd;!Transformation;!Truth;!Mortality
The Fallen Star,Jessica Sorensen,Abandonment;!Betrayal;!Lies and Deceit;!Violence;!Fear;!Identity;!Fate vs. Free Will;!Memory and the Past;!Duty;!The Supernatural
Fangirl,Rainbow Rowell,Family;!Isolation;!Love;!Sex;!Drugs and Alcohol;!Coming of Age;!Literature and Writing;!Appearances
Far From the Madding Crowd,Thomas Hardy,Marriage;!Religion;!Love;!Class;!Drugs & Alcohol;!Pride;!Gender;!Man & the Natural World
A Farewell to Arms,Ernest Hemingway,Love;!Warfare;!Men and Masculinity;!Women and Femininity;!Courage;!Language and Communication;!Foreignness and the Other;!Drugs and Alcohol
Farewell to Manzanar,Jeanne Wakatsuki Houston and James D. Houston,Dreams, Hopes, and Plans;!Family;!Freedom and Confinement;!Race;!Justice and Judgment;!Foreignness and "The Other";!Community;!Men and Masculinity;!Women and Femininity
Fathers and Sons,Ivan Turgenev,Wisdom and Knowledge;!Society and Class;!Philosophical Viewpoints;!Pride;!Love;!Man and the Natural World;!Suffering;!Traditions and Customs;!Admiration;!Cunning and Cleverness
The Fault in Our Stars,John Green,Family;!Isolation;!Love;!Religion;!Courage;!Identity;!Life, Consciousness and Existence;!Mortality;!Coming of Age
Feathers,Jacqueline Woodson,Language and Communication;!Family;!Friendship;!The Home;!Spirituality;!Race;!Society and Class;!Isolation;!Fear;!Truth
Feed,M.T. Anderson,Consumerism;!Identity;!Man and the Natural World;!Power;!Technology and Modernization;!Language and Communication;!Friendship;!Love;!Visions of America (In the Future)
The Fellowship of the Ring,J.R.R. Tolkien,Good vs. Evil;!Friendship;!Compassion and Forgiveness;!The Home;!Fear;!Perseverance;!Strength and Skill;!Race
The Female Man,Joanna Russ,Women and Femininity;!Men and Masculinity;!Sexuality and Sexual Identity;!Society and Class;!Power;!Visions of America;!Foreignness and "The Other";!Philosophical Viewpoints: Feminism
Fences,August Wilson,Race;!Men and Masculinity;!Mortality;!Dreams, Hopes, Plans;!Family;!Betrayal;!Duty;!Dissatisfaction
Fever, 1793,Laurie Halse Anderson,Mortality;!Suffering;!Family;!Visions of America;!Dreams, Hopes, and Plans;!Women and Femininity;!Foreignness and the 'Other';!Memory and the Past;!Transformations;!Science
The First Part Last,Angela Johnson,Family;!Love;!Men and Masculinity;!Choices;!Duty;!Coming of Age;!Sacrifice;!Change
The Flies,Jean-Paul Sartre,Freedom and Confinement;!Choices;!Philosophical Viewpoints: Existentialism;!Power;!Guilt and Blame;!Identity;!Man and the Natural World;!Transformation
Flipped,Wendelin Van Draanen,Transformation;!Gender;!Love;!Perseverance;!Family;!Lies and Deceit;!Courage;!Prejudice
Flora and Ulysses,Kate DiCamillo,The Supernatural;!Love;!Language and Communication;!Isolation;!Courage;!Cunning and Cleverness;!Good vs. Evil;!Truth
Flowers for Algernon,Daniel Keyes,Love;!Identity;!Guilt and Blame;!Family;!Change;!Memory and the Past;!Fear;!Death and Mortality;!Manipulation;!Sex
Fool for Love,Sam Shepard,Abandonment;!Love/Sex;!Power/Control;!Men and Masculinity;!Violence;!Lying/Betrayal;!Jealousy;!Drugs and Alcohol;!Family
For Esm with Love and Squalor,J.D. Salinger,Youth;!Warfare;!Love;!Literature and Writing;!Foreignness and 'the Other'
For Whom the Bell Tolls,Ernest Hemingway,Mortality;!Warfare;!Love;!Foreignness and 'The Other';!Duty;!Men and Masculinity;!Politics;!Friendship;!Morality and Ethics;!The Supernatural
Forgotten Fire,Adam Bagdasarian,The Home;!Hope;!Isolation;!Innocence;!Suffering;!Identity;!Freedom and Confinement;!Patriotism
Foundation,Isaac Asimov,Fate & Free Will;!Philosophy (Science);!Time;!Power;!Violence;!Duty;!Society and Class;!Religion
The Fountainhead,Ayn Rand,Philosophical Views: Individualism;!Choices;!Language and Communication;!Happiness;!Visions of America;!Society and Class;!Love;!Power
Frankenstein,Mary Shelley,Life, Consciousness, and Existence;!Science;!Appearances;!Revenge;!Family;!Exploration;!Language and Communication;!Compassion and Forgiveness;!Sacrifice;!Lies and Deceit;!Secrecy;!Fate and Free Will
Franny and Zooey,J.D. Salinger,Family;!Spirituality;!Dissatisfaction;!Education;!Love;!Society and Class;!Visions of America;!Exploration
Freak the Mighty,Rodman Philbrick,Isolation;!Appearances;!Family;!Friendship;!Cunning and Cleverness;!Memory and the Past;!Lies and Deceit
Freewill,Chris Lynch,Fate and Free Will;!Isolation;!Wisdom and Knowledge;!Transformation;!Life, Consciousness, and Existence;!Madness;!Dreams, Hopes, and Plans;!Weakness;!Fear
From the Earth to the Moon,Jules Verne,Warfare;!Technology and Modernization;!Visions of America;!Courage;!Perseverance;!Patriotism;!Science;!Competition
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,Family;!Dissatisfaction;!Dreams, Hopes, and Plans;!Wealth;!Art and Culture;!Truth;!Freedom and Confinement;!Youth
The Future of Us,Asher, Jay and Mackler, Carolyn,Dreams, Hopes, and Plans;!Freedom and Confinement;!Language and Communication;!Identity;!Time;!Love;!Technology and Modernization;!Society and Class
The Garden of Forking Paths,Jorge Luis Borges,Time;!Literature and Writing;!Fate and Free Will;!Betrayal
A Gathering of Old Men,Ernest J. Gaines,Men and Masculinity;!Women and Femininity;!Race;!Society and Class;!Power;!Change;!Justice and Judgment;!Visions of the "Gallant South"
Ghosts,Henrik Ibsen,Freedom and Confinement;!Duty;!Family;!Lies and Deceit;!Respect and Reputation;!Memory and the Past;!Society and Class;!Guilt and Blame;!Sex
Giants in the Earth,Ole Edvard Rlvaag,Family;!Isolation;!Religion;!Man and the Natural World;!Marriage;!Language and Communication;!Competition;!Pride
The Gift of the Magi,O. Henry,Love;!Sacrifice;!Wealth;!Women and Femininity
The Gilded Six-Bits,Zora Neale Hurston,Poverty (Class);!Marriage;!Betrayal;!Repentance/Forgiveness
Gilead,Marilynne Robinson,Compassion and Forgiveness;!The Home;!Love;!Family;!Warfare;!Religion;!Sin;!Spirituality;!Old Age;!Mortality
The Epic of Gilgamesh,Sinleqqiunninni,Death;!Friendship;!Sex;!Man and the Natural World;!Life, Consciousness, and Existence;!Wisdom and Knowledge;!Fear;!Pride;!Perseverance;!Religion
Giovanni's Room,James Baldwin,Love;!Sexuality and Sexual Identity;!Men and Masculinity;!Repression;!Isolation;!Choices;!Visions of America;!Memory and the Past;!Passivity;!Guilt and Blame
Girl,Jamaica Kincaid,Women and Femininity;!Sexuality and Sexual Identity;!Society and Class;!Tradition and Customs
The Giver,Lois Lowry,Memory and the Past;!Rules and Order;!Choices;!Language and Communication;!Isolation;!Suffering;!Old Age;!Tradition and Customs
The Glass Menagerie,Tennessee Williams,Freedom and Confinement;!Duty;!Family;!Memory and the Past;!Weakness;!Deception and Lies;!Dreams, Hopes, and Plans;!Abandonment;!Marriage;!Gender;!Love;!Drugs and Alcohol
Glengarry Glen Ross,David Mamet,Competition;!Manipulation;!Dissatisfaction;!Ambition;!Men and Masculinity;!Rules and Order;!Choices;!Respect/Reputation
Go Ask Alice,Anonymous, edited by Beatrice Sparks,Dissatisfaction;!Drugs and Alcohol;!Identity;!Lies and Deceit;!Religion;!Mortality;!Innocence;!Dreams, Hopes, and Plans;!Sexuality and Sexual Identity;!Isolation
Go Down, Moses,William Faulkner,Slavery;!Race;!Family;!Men and Masculinity;!Women and Femininity;!Man and the Natural World;!Spirituality;!Abandonment
Go Set a Watchman,Harper Lee,Change;!Principles;!Society and Class;!Rules and Order;!Duty;!Race;!Marriage;!Gender
Go Tell It on the Mountain,James Baldwin,Sex;!Violence;!Gender;!Sin;!Religion;!Coming of Age;!Contrasting Regions: North & South;!Race
The God of Small Things,Arundhati Roy,Family;!Society and Class;!Versions of Reality;!Memory and the Past;!Guilt and Blame;!Innocence;!Love;!Fear;!Identity;!Mortality
godless,Pete Hautman,Friendship;!Appearance;!Identity;!Religion;!Coming of Age;!Rules and Order;!Madness;!Lies and Deceit
Going Bovine,Libba Bray,Friendship;!Mortality;!Versions of Reality;!Philosophical Viewpoints: Quantum Physics vs. Religion;!Family;!Fate vs. Free Will;!Transformation;!Love, Lust, and Sex;!Life, Consciousness, and Existence
The Golden Compass,Philip Pullman,Innocence;!Morality and Ethics;!Identity;!Fate and Free Will;!Power;!Lies and Deceit;!Politics;!Religion;!Sacrifice
Good Country People,Flannery O'Connor,Identity;!Love;!Life, Consciousness, and Existence;!Religion;!Education;!Society and Class
The Good Earth,Pearl S. Buck,The Natural World;!Women and Femininity;!Mortality;!Change;!Religion;!Wealth;!Town vs. Country;!Politics
A Good Man is Hard to Find,Flannery O'Connor,Good vs. Evil;!Religion;!Manipulation;!Family;!Society and Class
Goodbye, Columbus,Philip Roth,Love;!Appearances;!Language and Communication;!Society and Class;!Morality and Ethics;!Visions of America;!Women's Issues;!Manipulation
The Goose Girl,Shannon Hale,Identity;!Language and Communication;!Society and Class;!Manipulation;!Man and the Natural World;!Friendship;!Exploration;!Power
Graceling,Kristin Cashore,Marriage;!Isolation;!Strength and Skill;!Lies and Deceit;!Men and Masculinity;!Women and Femininity;!Power;!Identity
The Grapes of Wrath,John Steinbeck,Transience;!Family;!Lies and Deceit;!Betrayal;!Religion;!Gender;!Criminality;!Wealth
The Graveyard Book,Neil Gaiman,Death;!Community;!Good vs. Evil;!Youth;!Memory and the Past;!Compassion and Forgiveness;!The Supernatural;!Fate and Free Will;!Strength and Skill
The Great Brain,John D. Fitzgerald,Cunning and Cleverness;!Admiration;!Religion;!Community;!Courage;!Pride;!Wealth;!Dreams, Hopes, Plans
Great Expectations,Charles Dickens,Society and Class;!Dreams, Hopes, and Plans;!Wealth;!Friendship;!Love;!Innocence;!Lies and Deceit;!Time;!Contrasting Regions;!Criminality
The Great Gatsby,F. Scott Fitzgerald,Society and Class;!Love;!Visions of America;!Wealth;!Memory and the Past;!Dissatisfaction;!Isolation;!Mortality;!Marriage;!Gender;!Lies and Deceit;!Education;!Compassion and Forgiveness;!Religion
The Great Wide Sea,M. H. Herlong,Man and the Natural World;!Family;!Fear;!The Home;!Isolation and Loneliness;!Coming of Age;!Change;!Mortality
A Great and Terrible Beauty,Libba Bray,Women and Femininity;!Versions of Reality;!Family;!Power;!Secrets;!Supernatural;!Society and Class;!Lies
Grendel,John Gardner,Identity;!Language and Communication;!Isolation;!Hate;!Fate and Free Will;!Good and Evil;!Suffering;!Life, Consciousness and Existence;!Injustice
Grimms' Fairy Tales,Jacob and Wilhelm Grimm,Coming of Age;!Religion;!Transformation;!Cunning and Cleverness;!Loyalty;!Marriage;!Appearances;!Justice and Judgment;!Society and Class;!Humility
Gulliver's Travels,Jonathan Swift,Morality and Ethics;!Lies and Deceit;!Society and Class;!Politics;!Foreignness and 'the Other';!Science;!Gender;!Literature and Writing
Hamlet,William Shakespeare,Madness;!Revenge;!Mortality;!Religion;!Art and Culture;!Lies and Deceit;!Sex;!Gender;!Family
The Handmaid's Tale,Margaret Atwood,Identity;!Children;!Marriage;!Passivity;!Love;!Women and Femininity;!The Home;!Freedom and Confinement;!Reading, Writing, and Storytelling
The Handsomest Drowned Man in the World,Gabriel Garca Mrquez,Admiration;!Transformation;!Men and Masculinity;!Versions of Reality;!Isolation
Happy Days,Samuel Beckett,Happiness;!Choices;!Marriage;!Freedom and Confinement;!Perseverance;!Philosophical Viewpoints: "The Absurd";!Life, Consciousness, & Existence;!Language & Communication;!Time;!Isolation
Hard Love,Ellen Wittlinger,Identity;!Love;!Literature and Writing;!Truth;!Abandonment;!Friendship;!Fear;!Exploration
Hard Times,Charles Dickens,Philosophical Viewpoints: Utilitarianism and Classical Economics;!Philosophical Viewpoints: Creativity and the Imagination;!Education;!Wealth;!Power;!Women and Femininity;!Family;!Love;!Marriage;!Morality and Ethics
Harrison Bergeron,Kurt Vonnegut,Rules and Order;!Competition;!Manipulation;!Appearances
Hatchet,Gary Paulsen,Man and the Natural World;!Contrasting Regions: The City and the Woods;!Wisdom and Knowledge;!Transformation;!Perseverance;!Isolation;!Family;!Exploration
The Haunting of Hill House,Shirley Jackson,The Home;!Family;!The Supernatural;!Sacrifice;!Women and Femininity;!Freedom and Confinement;!Dissatisfaction;!Fear
The Heart is a Lonely Hunter,Carson McCullers,Language and Communication;!Life, Consciousness, and Existence;!Isolation;!Identity;!Love;!Dissatisfaction;!Sexuality and Sexual Identity;!Race;!Violence;!Visions of America: The South
Heart of Darkness,Joseph Conrad,Good vs. Evil;!Man and the Natural World;!Race;!Identity;!Power;!Women and Femininity;!Exploration;!Madness;!Language and Communication;!Fear;!Fate and Free Will;!Time
Heart of a Samurai,Margi Preus,Family;!Language and Communication;!Principles;!Art and Culture;!Identity;!Change;!Society and Class;!Tradition and Customs;!Foreignness and the Other;!Contrasting Regions
Hedda Gabler,Henrik Ibsen,Manipulation;!Women and Femininity;!Wealth;!Respect and Reputation;!Courage;!Appearances;!Dreams, Hopes, and Plans;!Drugs and Alcohol
Henry IV Part 1,William Shakespeare,Principles;!Power;!Warfare;!Family;!Art and Culture;!Rules and Order;!Gender;!Language and Communication
Henry IV Part 2,William Shakespeare,Power;!Family;!Weakness;!Time;!Rules and Order;!Warfare;!Lies and Deceit
Henry V,William Shakespeare,Power;!Warfare;!Patriotism;!Family;!Gender;!Art and Culture;!Society and Class;!Memory and the Past
Here We Are,Dorothy Parker,Family;!Innocence;!Jealousy;!Language and Communication;!Marriage;!Sex
The Hero with a Thousand Faces,Joseph Campbell,Identity;!Good vs. Evil;!Fate and Free Will;!Mortality;!Spirituality;!Tradition and Custom;!Transformation;!Coming of Age;!Wisdom and Knowledge;!Exploration
Herzog,Saul Bellow,Marriage;!Friendship;!Family;!Love;!Pride;!Sex;!Gender;!Appearances
Hills Like White Elephants,Ernest Hemingway,Language and Communication;!Choices;!Identity;!Foreignness and 'the Other';!Drugs and Alcohol
Hiroshima,John Hersey,Memory;!Fate/Chance;!Fear;!Suffering;!Death;!Foreignness;!War;!Religion
Hold Me Closer, Necromancer,Lish McBride,Friendship;!Strength and Skill;!Good vs. Evil;!Mortality;!Tradition and Customs;!The Supernatural;!Fate and Free Will;!Identity;!Manipulation;!Violence
Holes,Louis Sachar,Fate and Free Will;!Justice and Judgment;!Choices;!Power;!Transformation;!Family;!Man and the Natural World
Homecoming,Cynthia Voigt,Abandonment;!Family;!Fear;!Home;!Lies and Deceit;!Mental Illness;!Religion;!Youth
Homeless Bird,Gloria Whelan,The Home;!Marriage;!Literature and Writing;!Lies and Deceit;!Gender;!Perseverance;!Dreams, Hopes, and Plans;!Tradition and Customs
Hope Was Here,Joan Bauer,Abandonment;!Perseverance;!Politics;!Change;!Family;!Friendship;!Mortality;!Principles
Hotel on the Corner of Bitter and Sweet,Jamie Ford,Race;!Memory and the Past;!Language and Communication;!Family;!Isolation;!Love;!Warfare;!Guilt and Blame;!Perseverance;!Principles
The Hound of the Baskervilles,Arthur Conan Doyle,Cunning and Cleverness;!Justice and Judgment;!Friendship;!Contrasting Regions: The Moors and London;!Respect;!Isolation;!Guilt and Blame;!Lies and Deceit
The Hour of the Star,Clarice Lispector,Life, Consciousness, and Existence;!Philosophical Viewpoints: Existentialism;!Poverty;!Identity;!Language and Communication;!Isolation;!Sadness;!Suffering
The Hours,Michael Cunningham,Time;!Love;!Sexuality and Sexual Identity;!Dissatisfaction;!Suffering;!Literature and Writing;!Women and Femininity;!The Home
The House of Dies Drear,Virginia Hamilton,The Home;!Memory and the Past;!Slavery;!Exploration;!Freedom and Confinement;!Religion;!The Supernatural;!Appearances
